departing_port,arriving_port,airline,month,year_month,year,sectors_scheduled,sectors_flown,arrivals_on_time,arrivals_delayed,cancellations,cancellations_pct,delay_rate,is_high_delay
Sydney,Melbourne,Virgin Australia,2013-08-01,2013-08,2013,797.0,773.0,596.0,177.0,24.0,3.0112923462986196,0.22897800776196636,0
Melbourne,Sydney,Jetstar,2013-09-01,2013-09,2013,320.0,298.0,230.0,68.0,22.0,6.875000000000001,0.22818791946308725,0
Sydney,Melbourne,Jetstar,2013-09-01,2013-09,2013,318.0,292.0,234.0,58.0,26.0,8.176100628930817,0.19863013698630136,0
Melbourne,Sydney,Qantas,2013-09-01,2013-09,2013,875.0,851.0,735.0,116.0,24.0,2.742857142857143,0.136310223266745,0
Sydney,Melbourne,Qantas,2013-09-01,2013-09,2013,874.0,852.0,697.0,155.0,22.0,2.517162471395881,0.18192488262910797,0
Melbourne,Sydney,Tigerair Australia,2013-09-01,2013-09,2013,222.0,208.0,170.0,38.0,14.0,6.306306306306306,0.18269230769230768,0
Sydney,Melbourne,Tigerair Australia,2013-09-01,2013-09,2013,222.0,207.0,153.0,54.0,15.0,6.756756756756757,0.2608695652173913,1
Melbourne,Sydney,Virgin Australia,2013-09-01,2013-09,2013,777.0,750.0,633.0,117.0,27.0,3.474903474903475,0.156,0
Sydney,Melbourne,Virgin Australia,2013-09-01,2013-09,2013,777.0,749.0,577.0,172.0,28.0,3.6036036036036037,0.22963951935914553,0
Melbourne,Sydney,Jetstar,2013-10-01,2013-10,2013,321.0,302.0,191.0,111.0,19.0,5.919003115264798,0.3675496688741722,1
Sydney,Melbourne,Jetstar,2013-10-01,2013-10,2013,322.0,302.0,193.0,109.0,20.0,6.211180124223603,0.3609271523178808,1
Melbourne,Sydney,Qantas,2013-10-01,2013-10,2013,939.0,903.0,764.0,139.0,36.0,3.8338658146964857,0.1539313399778516,0
Sydney,Melbourne,Qantas,2013-10-01,2013-10,2013,940.0,908.0,718.0,190.0,32.0,3.404255319148936,0.2092511013215859,0
Melbourne,Sydney,Tigerair Australia,2013-10-01,2013-10,2013,206.0,201.0,149.0,52.0,5.0,2.4271844660194173,0.25870646766169153,1
Sydney,Melbourne,Tigerair Australia,2013-10-01,2013-10,2013,207.0,202.0,137.0,65.0,5.0,2.4154589371980677,0.3217821782178218,1
Melbourne,Sydney,Virgin Australia,2013-10-01,2013-10,2013,814.0,776.0,527.0,249.0,38.0,4.668304668304668,0.32087628865979384,1
Sydney,Melbourne,Virgin Australia,2013-10-01,2013-10,2013,815.0,776.0,508.0,268.0,39.0,4.785276073619632,0.34536082474226804,1
Melbourne,Sydney,Jetstar,2013-11-01,2013-11,2013,309.0,302.0,208.0,94.0,7.0,2.26537216828479,0.31125827814569534,1
Sydney,Melbourne,Jetstar,2013-11-01,2013-11,2013,309.0,302.0,230.0,72.0,7.0,2.26537216828479,0.23841059602649006,0
Melbourne,Sydney,Qantas,2013-11-01,2013-11,2013,923.0,905.0,735.0,170.0,18.0,1.9501625135427951,0.1878453038674033,0
Sydney,Melbourne,Qantas,2013-11-01,2013-11,2013,922.0,903.0,759.0,144.0,19.0,2.0607375271149677,0.15946843853820597,0
Melbourne,Sydney,Tigerair Australia,2013-11-01,2013-11,2013,173.0,171.0,125.0,46.0,2.0,1.1560693641618496,0.26900584795321636,1
Sydney,Melbourne,Tigerair Australia,2013-11-01,2013-11,2013,173.0,171.0,122.0,49.0,2.0,1.1560693641618496,0.28654970760233917,1
Melbourne,Sydney,Virgin Australia,2013-11-01,2013-11,2013,745.0,736.0,519.0,217.0,9.0,1.2080536912751678,0.29483695652173914,1
Sydney,Melbourne,Virgin Australia,2013-11-01,2013-11,2013,744.0,734.0,548.0,186.0,10.0,1.3440860215053763,0.25340599455040874,1
Melbourne,Sydney,Jetstar,2013-12-01,2013-12,2013,348.0,332.0,262.0,70.0,16.0,4.597701149425287,0.21084337349397592,0
Sydney,Melbourne,Jetstar,2013-12-01,2013-12,2013,350.0,334.0,267.0,67.0,16.0,4.571428571428571,0.20059880239520958,0
Melbourne,Sydney,Qantas,2013-12-01,2013-12,2013,855.0,835.0,732.0,103.0,20.0,2.3391812865497075,0.12335329341317365,0
Sydney,Melbourne,Qantas,2013-12-01,2013-12,2013,854.0,828.0,710.0,118.0,26.0,3.0444964871194378,0.14251207729468598,0
Melbourne,Sydney,Tigerair Australia,2013-12-01,2013-12,2013,205.0,202.0,177.0,25.0,3.0,1.4634146341463417,0.12376237623762376,0
Sydney,Melbourne,Tigerair Australia,2013-12-01,2013-12,2013,204.0,200.0,156.0,44.0,4.0,1.9607843137254901,0.22,0
Melbourne,Sydney,Virgin Australia,2013-12-01,2013-12,2013,726.0,705.0,596.0,109.0,21.0,2.8925619834710745,0.15460992907801419,0
Sydney,Melbourne,Virgin Australia,2013-12-01,2013-12,2013,725.0,701.0,576.0,125.0,24.0,3.310344827586207,0.1783166904422254,0
Melbourne,Sydney,Jetstar,2012-01-01,2012-01,2012,187.0,176.0,129.0,47.0,11.0,5.88235294117647,0.26704545454545453,1
Sydney,Melbourne,Jetstar,2012-01-01,2012-01,2012,185.0,174.0,130.0,44.0,11.0,5.9459459459459465,0.25287356321839083,1
Melbourne,Sydney,Qantas,2012-01-01,2012-01,2012,747.0,744.0,627.0,117.0,3.0,0.4016064257028112,0.15725806451612903,0
Sydney,Melbourne,Qantas,2012-01-01,2012-01,2012,745.0,743.0,683.0,60.0,2.0,0.2684563758389262,0.08075370121130551,0
Melbourne,Sydney,Tigerair Australia,2012-01-01,2012-01,2012,198.0,198.0,189.0,9.0,0.0,0.0,0.045454545454545456,0
Sydney,Melbourne,Tigerair Australia,2012-01-01,2012-01,2012,198.0,198.0,182.0,16.0,0.0,0.0,0.08080808080808081,0
Melbourne,Sydney,Virgin Australia,2012-01-01,2012-01,2012,750.0,733.0,567.0,166.0,17.0,2.2666666666666666,0.22646657571623466,0
Sydney,Melbourne,Virgin Australia,2012-01-01,2012-01,2012,748.0,735.0,606.0,129.0,13.0,1.7379679144385027,0.17551020408163265,0
Melbourne,Sydney,Jetstar,2012-02-01,2012-02,2012,206.0,196.0,136.0,60.0,10.0,4.854368932038835,0.30612244897959184,1
Sydney,Melbourne,Jetstar,2012-02-01,2012-02,2012,201.0,197.0,140.0,57.0,4.0,1.9900497512437811,0.2893401015228426,1
Melbourne,Sydney,Qantas,2012-02-01,2012-02,2012,877.0,845.0,687.0,158.0,32.0,3.6488027366020526,0.18698224852071005,0
Sydney,Melbourne,Qantas,2012-02-01,2012-02,2012,877.0,843.0,731.0,112.0,34.0,3.8768529076396807,0.132858837485172,0
Melbourne,Sydney,Tigerair Australia,2012-02-01,2012-02,2012,165.0,165.0,154.0,11.0,0.0,0.0,0.06666666666666667,0
Sydney,Melbourne,Tigerair Australia,2012-02-01,2012-02,2012,165.0,165.0,145.0,20.0,0.0,0.0,0.12121212121212122,0
Melbourne,Sydney,Virgin Australia,2012-02-01,2012-02,2012,802.0,784.0,563.0,221.0,18.0,2.2443890274314215,0.28188775510204084,1
Sydney,Melbourne,Virgin Australia,2012-02-01,2012-02,2012,801.0,783.0,622.0,161.0,18.0,2.247191011235955,0.20561941251596424,0
Melbourne,Sydney,Jetstar,2012-03-01,2012-03,2012,224.0,221.0,133.0,88.0,3.0,1.3392857142857142,0.39819004524886875,1
Sydney,Melbourne,Jetstar,2012-03-01,2012-03,2012,222.0,220.0,156.0,64.0,2.0,0.9009009009009009,0.2909090909090909,1
Melbourne,Sydney,Qantas,2012-03-01,2012-03,2012,906.0,886.0,674.0,212.0,20.0,2.207505518763797,0.23927765237020315,0
Sydney,Melbourne,Qantas,2012-03-01,2012-03,2012,907.0,886.0,740.0,146.0,21.0,2.3153252480705624,0.16478555304740405,0
Melbourne,Sydney,Tigerair Australia,2012-03-01,2012-03,2012,180.0,180.0,166.0,14.0,0.0,0.0,0.07777777777777778,0
Sydney,Melbourne,Tigerair Australia,2012-03-01,2012-03,2012,180.0,180.0,159.0,21.0,0.0,0.0,0.11666666666666667,0
Melbourne,Sydney,Virgin Australia,2012-03-01,2012-03,2012,868.0,842.0,634.0,208.0,26.0,2.995391705069124,0.24703087885985747,0
Sydney,Melbourne,Virgin Australia,2012-03-01,2012-03,2012,866.0,839.0,667.0,172.0,27.0,3.117782909930716,0.20500595947556616,0
Melbourne,Sydney,Jetstar,2012-04-01,2012-04,2012,238.0,232.0,156.0,76.0,6.0,2.5210084033613445,0.3275862068965517,1
Sydney,Melbourne,Jetstar,2012-04-01,2012-04,2012,237.0,232.0,168.0,64.0,5.0,2.109704641350211,0.27586206896551724,1
Melbourne,Sydney,Qantas,2012-04-01,2012-04,2012,846.0,814.0,694.0,120.0,32.0,3.7825059101654848,0.14742014742014742,0
Sydney,Melbourne,Qantas,2012-04-01,2012-04,2012,845.0,813.0,725.0,88.0,32.0,3.7869822485207103,0.10824108241082411,0
Melbourne,Sydney,Tigerair Australia,2012-04-01,2012-04,2012,257.0,252.0,242.0,10.0,5.0,1.9455252918287937,0.03968253968253968,0
Sydney,Melbourne,Tigerair Australia,2012-04-01,2012-04,2012,257.0,252.0,231.0,21.0,5.0,1.9455252918287937,0.08333333333333333,0
Melbourne,Sydney,Virgin Australia,2012-04-01,2012-04,2012,808.0,778.0,612.0,166.0,30.0,3.7128712871287126,0.2133676092544987,0
Sydney,Melbourne,Virgin Australia,2012-04-01,2012-04,2012,808.0,779.0,651.0,128.0,29.0,3.5891089108910887,0.1643132220795892,0
Melbourne,Sydney,Jetstar,2012-05-01,2012-05,2012,218.0,216.0,166.0,50.0,2.0,0.9174311926605505,0.23148148148148148,0
Sydney,Melbourne,Jetstar,2012-05-01,2012-05,2012,218.0,213.0,180.0,33.0,5.0,2.293577981651376,0.15492957746478872,0
Melbourne,Sydney,Qantas,2012-05-01,2012-05,2012,873.0,856.0,759.0,97.0,17.0,1.9473081328751431,0.1133177570093458,0
Sydney,Melbourne,Qantas,2012-05-01,2012-05,2012,874.0,856.0,810.0,46.0,18.0,2.059496567505721,0.053738317757009345,0
Melbourne,Sydney,Tigerair Australia,2012-05-01,2012-05,2012,212.0,211.0,200.0,11.0,1.0,0.4716981132075472,0.052132701421800945,0
Sydney,Melbourne,Tigerair Australia,2012-05-01,2012-05,2012,212.0,210.0,198.0,12.0,2.0,0.9433962264150944,0.05714285714285714,0
Melbourne,Sydney,Virgin Australia,2012-05-01,2012-05,2012,832.0,809.0,698.0,111.0,23.0,2.7644230769230766,0.13720642768850433,0
Sydney,Melbourne,Virgin Australia,2012-05-01,2012-05,2012,830.0,811.0,737.0,74.0,19.0,2.289156626506024,0.09124537607891492,0
Melbourne,Sydney,Jetstar,2012-06-01,2012-06,2012,222.0,216.0,151.0,65.0,6.0,2.7027027027027026,0.30092592592592593,1
Sydney,Melbourne,Jetstar,2012-06-01,2012-06,2012,220.0,214.0,166.0,48.0,6.0,2.727272727272727,0.22429906542056074,0
Melbourne,Sydney,Qantas,2012-06-01,2012-06,2012,815.0,793.0,692.0,101.0,22.0,2.6993865030674846,0.1273644388398487,0
Sydney,Melbourne,Qantas,2012-06-01,2012-06,2012,815.0,791.0,707.0,84.0,24.0,2.9447852760736195,0.10619469026548672,0
Melbourne,Sydney,Tigerair Australia,2012-06-01,2012-06,2012,221.0,219.0,202.0,17.0,2.0,0.904977375565611,0.0776255707762557,0
Sydney,Melbourne,Tigerair Australia,2012-06-01,2012-06,2012,221.0,218.0,189.0,29.0,3.0,1.3574660633484164,0.13302752293577982,0
Melbourne,Sydney,Virgin Australia,2012-06-01,2012-06,2012,747.0,727.0,627.0,100.0,20.0,2.677376171352075,0.1375515818431912,0
Sydney,Melbourne,Virgin Australia,2012-06-01,2012-06,2012,748.0,731.0,629.0,102.0,17.0,2.272727272727273,0.13953488372093023,0
Melbourne,Sydney,Jetstar,2012-07-01,2012-07,2012,240.0,233.0,156.0,77.0,7.0,2.9166666666666665,0.33047210300429186,1
Sydney,Melbourne,Jetstar,2012-07-01,2012-07,2012,238.0,230.0,178.0,52.0,8.0,3.361344537815126,0.22608695652173913,0
Melbourne,Sydney,Qantas,2012-07-01,2012-07,2012,979.0,914.0,754.0,160.0,65.0,6.639427987742594,0.175054704595186,0
Sydney,Melbourne,Qantas,2012-07-01,2012-07,2012,978.0,914.0,775.0,139.0,64.0,6.5439672801636,0.15207877461706784,0
Melbourne,Sydney,Tigerair Australia,2012-07-01,2012-07,2012,326.0,315.0,266.0,49.0,11.0,3.374233128834356,0.15555555555555556,0
Sydney,Melbourne,Tigerair Australia,2012-07-01,2012-07,2012,326.0,314.0,254.0,60.0,12.0,3.6809815950920246,0.1910828025477707,0
Melbourne,Sydney,Virgin Australia,2012-07-01,2012-07,2012,796.0,764.0,613.0,151.0,32.0,4.0201005025125625,0.19764397905759162,0
Sydney,Melbourne,Virgin Australia,2012-07-01,2012-07,2012,797.0,762.0,626.0,136.0,35.0,4.391468005018821,0.1784776902887139,0
Melbourne,Sydney,Jetstar,2012-08-01,2012-08,2012,265.0,262.0,172.0,90.0,3.0,1.1320754716981132,0.3435114503816794,1
Sydney,Melbourne,Jetstar,2012-08-01,2012-08,2012,268.0,265.0,188.0,77.0,3.0,1.1194029850746268,0.29056603773584905,1
Melbourne,Sydney,Qantas,2012-08-01,2012-08,2012,995.0,939.0,757.0,182.0,56.0,5.628140703517588,0.19382321618743345,0
Sydney,Melbourne,Qantas,2012-08-01,2012-08,2012,998.0,942.0,764.0,178.0,56.0,5.61122244488978,0.18895966029723993,0
Melbourne,Sydney,Tigerair Australia,2012-08-01,2012-08,2012,260.0,253.0,207.0,46.0,7.0,2.6923076923076925,0.18181818181818182,0
Sydney,Melbourne,Tigerair Australia,2012-08-01,2012-08,2012,259.0,252.0,188.0,64.0,7.0,2.7027027027027026,0.25396825396825395,1
Melbourne,Sydney,Virgin Australia,2012-08-01,2012-08,2012,824.0,796.0,654.0,142.0,28.0,3.3980582524271843,0.17839195979899497,0
Sydney,Melbourne,Virgin Australia,2012-08-01,2012-08,2012,825.0,797.0,637.0,160.0,28.0,3.3939393939393945,0.20075282308657466,0
Melbourne,Sydney,Jetstar,2012-09-01,2012-09,2012,326.0,312.0,225.0,87.0,14.0,4.294478527607362,0.27884615384615385,1
Sydney,Melbourne,Jetstar,2012-09-01,2012-09,2012,326.0,313.0,233.0,80.0,13.0,3.9877300613496933,0.25559105431309903,1
Melbourne,Sydney,Qantas,2012-09-01,2012-09,2012,944.0,896.0,755.0,141.0,48.0,5.084745762711865,0.15736607142857142,0
Sydney,Melbourne,Qantas,2012-09-01,2012-09,2012,942.0,890.0,734.0,156.0,52.0,5.520169851380043,0.1752808988764045,0
Melbourne,Sydney,Tigerair Australia,2012-09-01,2012-09,2012,256.0,253.0,221.0,32.0,3.0,1.171875,0.12648221343873517,0
Sydney,Melbourne,Tigerair Australia,2012-09-01,2012-09,2012,256.0,253.0,205.0,48.0,3.0,1.171875,0.18972332015810275,0
Melbourne,Sydney,Virgin Australia,2012-09-01,2012-09,2012,776.0,751.0,614.0,137.0,25.0,3.221649484536082,0.18242343541944075,0
Sydney,Melbourne,Virgin Australia,2012-09-01,2012-09,2012,776.0,752.0,586.0,166.0,24.0,3.0927835051546393,0.22074468085106383,0
Melbourne,Sydney,Jetstar,2012-10-01,2012-10,2012,314.0,301.0,215.0,86.0,13.0,4.140127388535031,0.2857142857142857,1
Sydney,Melbourne,Jetstar,2012-10-01,2012-10,2012,312.0,300.0,228.0,72.0,12.0,3.8461538461538463,0.24,0
Melbourne,Sydney,Qantas,2012-10-01,2012-10,2012,921.0,883.0,788.0,95.0,38.0,4.125950054288817,0.10758776896942242,0
Sydney,Melbourne,Qantas,2012-10-01,2012-10,2012,918.0,877.0,758.0,119.0,41.0,4.466230936819173,0.13568985176738882,0
Melbourne,Sydney,Tigerair Australia,2012-10-01,2012-10,2012,237.0,233.0,203.0,30.0,4.0,1.6877637130801686,0.12875536480686695,0
Sydney,Melbourne,Tigerair Australia,2012-10-01,2012-10,2012,238.0,233.0,182.0,51.0,5.0,2.100840336134454,0.21888412017167383,0
Melbourne,Sydney,Virgin Australia,2012-10-01,2012-10,2012,818.0,799.0,689.0,110.0,19.0,2.3227383863080684,0.1376720901126408,0
Sydney,Melbourne,Virgin Australia,2012-10-01,2012-10,2012,815.0,793.0,687.0,106.0,22.0,2.6993865030674846,0.13366960907944514,0
Melbourne,Sydney,Jetstar,2012-11-01,2012-11,2012,304.0,299.0,230.0,69.0,5.0,1.644736842105263,0.23076923076923078,0
Sydney,Melbourne,Jetstar,2012-11-01,2012-11,2012,303.0,298.0,233.0,65.0,5.0,1.65016501650165,0.2181208053691275,0
Melbourne,Sydney,Qantas,2012-11-01,2012-11,2012,890.0,857.0,689.0,168.0,33.0,3.707865168539326,0.19603267211201866,0
Sydney,Melbourne,Qantas,2012-11-01,2012-11,2012,891.0,856.0,700.0,156.0,35.0,3.928170594837262,0.1822429906542056,0
Melbourne,Sydney,Tigerair Australia,2012-11-01,2012-11,2012,230.0,226.0,185.0,41.0,4.0,1.7391304347826086,0.18141592920353983,0
Sydney,Melbourne,Tigerair Australia,2012-11-01,2012-11,2012,230.0,226.0,146.0,80.0,4.0,1.7391304347826086,0.35398230088495575,1
Melbourne,Sydney,Virgin Australia,2012-11-01,2012-11,2012,796.0,770.0,583.0,187.0,26.0,3.2663316582914574,0.24285714285714285,0
Sydney,Melbourne,Virgin Australia,2012-11-01,2012-11,2012,792.0,767.0,615.0,152.0,25.0,3.1565656565656566,0.1981747066492829,0
Melbourne,Sydney,Jetstar,2012-12-01,2012-12,2012,311.0,303.0,222.0,81.0,8.0,2.572347266881029,0.26732673267326734,1
Sydney,Melbourne,Jetstar,2012-12-01,2012-12,2012,312.0,302.0,227.0,75.0,10.0,3.205128205128205,0.24834437086092714,0
Melbourne,Sydney,Qantas,2012-12-01,2012-12,2012,793.0,732.0,571.0,161.0,61.0,7.6923076923076925,0.21994535519125682,0
Sydney,Melbourne,Qantas,2012-12-01,2012-12,2012,792.0,726.0,608.0,118.0,66.0,8.333333333333332,0.162534435261708,0
Melbourne,Sydney,Tigerair Australia,2012-12-01,2012-12,2012,264.0,263.0,227.0,36.0,1.0,0.3787878787878788,0.13688212927756654,0
Sydney,Melbourne,Tigerair Australia,2012-12-01,2012-12,2012,264.0,263.0,210.0,53.0,1.0,0.3787878787878788,0.20152091254752852,0
Melbourne,Sydney,Virgin Australia,2012-12-01,2012-12,2012,729.0,699.0,543.0,156.0,30.0,4.11522633744856,0.22317596566523606,0
Sydney,Melbourne,Virgin Australia,2012-12-01,2012-12,2012,724.0,692.0,546.0,146.0,32.0,4.41988950276243,0.21098265895953758,0
Melbourne,Sydney,Jetstar,2011-01-01,2011-01,2011,188.0,182.0,104.0,78.0,6.0,3.1914893617021276,0.42857142857142855,1
Sydney,Melbourne,Jetstar,2011-01-01,2011-01,2011,187.0,184.0,112.0,72.0,3.0,1.6042780748663104,0.391304347826087,1
Melbourne,Sydney,Qantas,2011-01-01,2011-01,2011,807.0,793.0,667.0,126.0,14.0,1.734820322180917,0.15889029003783103,0
Sydney,Melbourne,Qantas,2011-01-01,2011-01,2011,805.0,792.0,679.0,113.0,13.0,1.6149068322981366,0.14267676767676768,0
Melbourne,Sydney,Tigerair Australia,2011-01-01,2011-01,2011,186.0,185.0,110.0,75.0,1.0,0.5376344086021506,0.40540540540540543,1
Sydney,Melbourne,Tigerair Australia,2011-01-01,2011-01,2011,185.0,185.0,92.0,93.0,0.0,0.0,0.5027027027027027,1
Melbourne,Sydney,Virgin Australia,2011-01-01,2011-01,2011,743.0,724.0,579.0,145.0,19.0,2.557200538358008,0.20027624309392264,0
Sydney,Melbourne,Virgin Australia,2011-01-01,2011-01,2011,738.0,721.0,561.0,160.0,17.0,2.303523035230352,0.22191400832177532,0
Melbourne,Sydney,Jetstar,2011-02-01,2011-02,2011,161.0,159.0,77.0,82.0,2.0,1.2422360248447204,0.5157232704402516,1
Sydney,Melbourne,Jetstar,2011-02-01,2011-02,2011,158.0,158.0,93.0,65.0,0.0,0.0,0.41139240506329117,1
Melbourne,Sydney,Qantas,2011-02-01,2011-02,2011,836.0,805.0,564.0,241.0,31.0,3.7081339712918657,0.2993788819875776,1
Sydney,Melbourne,Qantas,2011-02-01,2011-02,2011,836.0,810.0,651.0,159.0,26.0,3.110047846889952,0.1962962962962963,0
Melbourne,Sydney,Tigerair Australia,2011-02-01,2011-02,2011,154.0,154.0,92.0,62.0,0.0,0.0,0.4025974025974026,1
Sydney,Melbourne,Tigerair Australia,2011-02-01,2011-02,2011,156.0,153.0,67.0,86.0,3.0,1.9230769230769231,0.5620915032679739,1
Melbourne,Sydney,Virgin Australia,2011-02-01,2011-02,2011,653.0,631.0,357.0,274.0,22.0,3.3690658499234303,0.43423137876386686,1
Sydney,Melbourne,Virgin Australia,2011-02-01,2011-02,2011,647.0,627.0,351.0,276.0,20.0,3.091190108191654,0.44019138755980863,1
Melbourne,Sydney,Jetstar,2011-03-01,2011-03,2011,178.0,176.0,107.0,69.0,2.0,1.1235955056179776,0.39204545454545453,1
Sydney,Melbourne,Jetstar,2011-03-01,2011-03,2011,175.0,174.0,113.0,61.0,1.0,0.5714285714285714,0.3505747126436782,1
Melbourne,Sydney,Qantas,2011-03-01,2011-03,2011,961.0,929.0,699.0,230.0,32.0,3.329864724245578,0.24757804090419805,0
Sydney,Melbourne,Qantas,2011-03-01,2011-03,2011,963.0,934.0,765.0,169.0,29.0,3.011422637590862,0.1809421841541756,0
Melbourne,Sydney,Tigerair Australia,2011-03-01,2011-03,2011,190.0,190.0,140.0,50.0,0.0,0.0,0.2631578947368421,1
Sydney,Melbourne,Tigerair Australia,2011-03-01,2011-03,2011,192.0,190.0,102.0,88.0,2.0,1.0416666666666665,0.4631578947368421,1
Melbourne,Sydney,Virgin Australia,2011-03-01,2011-03,2011,729.0,712.0,453.0,259.0,17.0,2.3319615912208507,0.3637640449438202,1
Sydney,Melbourne,Virgin Australia,2011-03-01,2011-03,2011,725.0,707.0,432.0,275.0,18.0,2.4827586206896552,0.38896746817538896,1
Melbourne,Sydney,Jetstar,2011-04-01,2011-04,2011,180.0,172.0,115.0,57.0,8.0,4.444444444444445,0.3313953488372093,1
Sydney,Melbourne,Jetstar,2011-04-01,2011-04,2011,179.0,170.0,129.0,41.0,9.0,5.027932960893855,0.2411764705882353,0
Melbourne,Sydney,Qantas,2011-04-01,2011-04,2011,872.0,850.0,675.0,175.0,22.0,2.522935779816514,0.20588235294117646,0
Sydney,Melbourne,Qantas,2011-04-01,2011-04,2011,872.0,844.0,729.0,115.0,28.0,3.211009174311927,0.1362559241706161,0
Melbourne,Sydney,Tigerair Australia,2011-04-01,2011-04,2011,205.0,189.0,122.0,67.0,16.0,7.804878048780488,0.3544973544973545,1
Sydney,Melbourne,Tigerair Australia,2011-04-01,2011-04,2011,207.0,188.0,100.0,88.0,19.0,9.178743961352657,0.46808510638297873,1
Melbourne,Sydney,Virgin Australia,2011-04-01,2011-04,2011,720.0,710.0,535.0,175.0,10.0,1.3888888888888888,0.24647887323943662,0
Sydney,Melbourne,Virgin Australia,2011-04-01,2011-04,2011,721.0,711.0,516.0,195.0,10.0,1.3869625520110958,0.2742616033755274,1
Melbourne,Sydney,Jetstar,2011-05-01,2011-05,2011,172.0,166.0,124.0,42.0,6.0,3.488372093023256,0.25301204819277107,1
Sydney,Melbourne,Jetstar,2011-05-01,2011-05,2011,172.0,167.0,138.0,29.0,5.0,2.9069767441860463,0.17365269461077845,0
Melbourne,Sydney,Qantas,2011-05-01,2011-05,2011,913.0,886.0,757.0,129.0,27.0,2.9572836801752467,0.1455981941309255,0
Sydney,Melbourne,Qantas,2011-05-01,2011-05,2011,914.0,885.0,799.0,86.0,29.0,3.1728665207877462,0.09717514124293786,0
Melbourne,Sydney,Tigerair Australia,2011-05-01,2011-05,2011,196.0,191.0,137.0,54.0,5.0,2.5510204081632653,0.28272251308900526,1
Sydney,Melbourne,Tigerair Australia,2011-05-01,2011-05,2011,196.0,190.0,134.0,56.0,6.0,3.061224489795918,0.29473684210526313,1
Melbourne,Sydney,Virgin Australia,2011-05-01,2011-05,2011,744.0,718.0,566.0,152.0,26.0,3.494623655913978,0.2116991643454039,0
Sydney,Melbourne,Virgin Australia,2011-05-01,2011-05,2011,745.0,723.0,570.0,153.0,22.0,2.953020134228188,0.21161825726141079,0
Melbourne,Sydney,Jetstar,2011-06-01,2011-06,2011,180.0,169.0,127.0,42.0,11.0,6.111111111111111,0.2485207100591716,0
Sydney,Melbourne,Jetstar,2011-06-01,2011-06,2011,183.0,171.0,140.0,31.0,12.0,6.557377049180328,0.18128654970760233,0
Melbourne,Sydney,Qantas,2011-06-01,2011-06,2011,885.0,808.0,658.0,150.0,77.0,8.700564971751412,0.18564356435643564,0
Sydney,Melbourne,Qantas,2011-06-01,2011-06,2011,884.0,809.0,698.0,111.0,75.0,8.484162895927602,0.13720642768850433,0
Melbourne,Sydney,Tigerair Australia,2011-06-01,2011-06,2011,182.0,148.0,91.76,56.239999999999995,34.0,18.681318681318682,0.37999999999999995,1
Sydney,Melbourne,Tigerair Australia,2011-06-01,2011-06,2011,182.0,148.0,93.24,54.760000000000005,34.0,18.681318681318682,0.37000000000000005,1
Melbourne,Sydney,Virgin Australia,2011-06-01,2011-06,2011,736.0,687.0,498.0,189.0,49.0,6.657608695652175,0.27510917030567683,1
Sydney,Melbourne,Virgin Australia,2011-06-01,2011-06,2011,733.0,687.0,472.0,215.0,46.0,6.2755798090040935,0.3129548762736536,1
Melbourne,Sydney,Jetstar,2011-07-01,2011-07,2011,184.0,169.0,103.0,66.0,15.0,8.152173913043478,0.3905325443786982,1
Sydney,Melbourne,Jetstar,2011-07-01,2011-07,2011,183.0,170.0,105.0,65.0,13.0,7.103825136612022,0.38235294117647056,1
Melbourne,Sydney,Qantas,2011-07-01,2011-07,2011,929.0,898.0,687.0,211.0,31.0,3.3369214208826694,0.23496659242761692,0
Sydney,Melbourne,Qantas,2011-07-01,2011-07,2011,927.0,893.0,647.0,246.0,34.0,3.6677454153182305,0.27547592385218367,1
Melbourne,Sydney,Virgin Australia,2011-07-01,2011-07,2011,760.0,749.0,565.0,184.0,11.0,1.4473684210526316,0.24566088117489987,0
Sydney,Melbourne,Virgin Australia,2011-07-01,2011-07,2011,759.0,749.0,473.0,276.0,10.0,1.3175230566534915,0.3684913217623498,1
Melbourne,Sydney,Jetstar,2011-08-01,2011-08,2011,187.0,174.0,130.0,44.0,13.0,6.951871657754011,0.25287356321839083,1
Sydney,Melbourne,Jetstar,2011-08-01,2011-08,2011,186.0,174.0,137.0,37.0,12.0,6.451612903225806,0.21264367816091953,0
Melbourne,Sydney,Qantas,2011-08-01,2011-08,2011,924.0,891.0,755.0,136.0,33.0,3.571428571428571,0.1526374859708193,0
Sydney,Melbourne,Qantas,2011-08-01,2011-08,2011,924.0,890.0,744.0,146.0,34.0,3.67965367965368,0.16404494382022472,0
Melbourne,Sydney,Tigerair Australia,2011-08-01,2011-08,2011,90.0,90.0,84.0,6.0,0.0,0.0,0.06666666666666667,0
Sydney,Melbourne,Tigerair Australia,2011-08-01,2011-08,2011,90.0,90.0,84.0,6.0,0.0,0.0,0.06666666666666667,0
Melbourne,Sydney,Virgin Australia,2011-08-01,2011-08,2011,793.0,779.0,658.0,121.0,14.0,1.7654476670870116,0.15532734274711169,0
Sydney,Melbourne,Virgin Australia,2011-08-01,2011-08,2011,793.0,780.0,606.0,174.0,13.0,1.639344262295082,0.2230769230769231,0
Melbourne,Sydney,Jetstar,2011-09-01,2011-09,2011,178.0,161.0,131.0,30.0,17.0,9.550561797752808,0.18633540372670807,0
Sydney,Melbourne,Jetstar,2011-09-01,2011-09,2011,174.0,159.0,133.0,26.0,15.0,8.620689655172415,0.16352201257861634,0
