departing_port,arriving_port,airline,month,year_month,year,sectors_scheduled,sectors_flown,arrivals_on_time,arrivals_delayed,cancellations,cancellations_pct,delay_rate,is_high_delay
Melbourne,Sydney,Tigerair Australia,2019-10-01,2019-10,2019,243.0,236.0,142.0,94.0,7.0,2.880658436213992,0.3983050847457627,1
Sydney,Melbourne,Tigerair Australia,2019-10-01,2019-10,2019,243.0,237.0,122.0,115.0,6.0,2.4691358024691357,0.48523206751054854,1
Melbourne,Sydney,Virgin Australia,2019-10-01,2019-10,2019,774.0,736.0,529.0,207.0,38.0,4.909560723514212,0.28125,1
Sydney,Melbourne,Virgin Australia,2019-10-01,2019-10,2019,773.0,740.0,486.0,254.0,33.0,4.269081500646831,0.34324324324324323,1
Melbourne,Sydney,Jetstar,2019-11-01,2019-11,2019,382.0,357.0,217.0,140.0,25.0,6.544502617801047,0.39215686274509803,1
Sydney,Melbourne,Jetstar,2019-11-01,2019-11,2019,383.0,355.0,197.0,158.0,28.0,7.310704960835509,0.4450704225352113,1
Melbourne,Sydney,Qantas,2019-11-01,2019-11,2019,1057.0,974.0,643.0,331.0,83.0,7.852412488174078,0.3398357289527721,1
Sydney,Melbourne,Qantas,2019-11-01,2019-11,2019,1052.0,965.0,567.0,398.0,87.0,8.26996197718631,0.41243523316062175,1
Melbourne,Sydney,Tigerair Australia,2019-11-01,2019-11,2019,238.0,225.0,133.0,92.0,13.0,5.46218487394958,0.4088888888888889,1
Sydney,Melbourne,Tigerair Australia,2019-11-01,2019-11,2019,238.0,226.0,119.0,107.0,12.0,5.042016806722689,0.47345132743362833,1
Melbourne,Sydney,Virgin Australia,2019-11-01,2019-11,2019,752.0,706.0,493.0,213.0,46.0,6.117021276595745,0.301699716713881,1
Sydney,Melbourne,Virgin Australia,2019-11-01,2019-11,2019,752.0,707.0,445.0,262.0,45.0,5.98404255319149,0.37057991513437055,1
Melbourne,Sydney,Jetstar,2019-12-01,2019-12,2019,458.0,399.0,210.0,189.0,59.0,12.882096069868995,0.47368421052631576,1
Sydney,Melbourne,Jetstar,2019-12-01,2019-12,2019,456.0,394.0,225.0,169.0,62.0,13.596491228070176,0.4289340101522843,1
Melbourne,Sydney,Qantas,2019-12-01,2019-12,2019,943.0,883.0,567.0,316.0,60.0,6.362672322375397,0.3578708946772367,1
Sydney,Melbourne,Qantas,2019-12-01,2019-12,2019,947.0,891.0,520.0,371.0,56.0,5.913410770855332,0.4163860830527497,1
Melbourne,Sydney,Tigerair Australia,2019-12-01,2019-12,2019,247.0,234.0,143.0,91.0,13.0,5.263157894736842,0.3888888888888889,1
Sydney,Melbourne,Tigerair Australia,2019-12-01,2019-12,2019,246.0,231.0,131.0,100.0,15.0,6.097560975609756,0.4329004329004329,1
Melbourne,Sydney,Virgin Australia,2019-12-01,2019-12,2019,690.0,667.0,477.0,190.0,23.0,3.3333333333333335,0.2848575712143928,1
Sydney,Melbourne,Virgin Australia,2019-12-01,2019-12,2019,690.0,662.0,460.0,202.0,28.0,4.057971014492753,0.30513595166163143,1
Melbourne,Sydney,Jetstar,2018-01-01,2018-01,2018,420.0,402.0,277.0,125.0,18.0,4.285714285714286,0.31094527363184077,1
Sydney,Melbourne,Jetstar,2018-01-01,2018-01,2018,421.0,404.0,277.0,127.0,17.0,4.038004750593824,0.31435643564356436,1
Melbourne,Sydney,Qantas,2018-01-01,2018-01,2018,850.0,807.0,678.0,129.0,43.0,5.0588235294117645,0.15985130111524162,0
Sydney,Melbourne,Qantas,2018-01-01,2018-01,2018,866.0,818.0,618.0,200.0,48.0,5.542725173210162,0.24449877750611246,0
Melbourne,Sydney,QantasLink,2018-01-01,2018-01,2018,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0
Sydney,Melbourne,QantasLink,2018-01-01,2018-01,2018,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0
Melbourne,Sydney,Tigerair Australia,2018-01-01,2018-01,2018,264.0,260.0,167.0,93.0,4.0,1.5151515151515151,0.3576923076923077,1
Sydney,Melbourne,Tigerair Australia,2018-01-01,2018-01,2018,264.0,259.0,152.0,107.0,5.0,1.893939393939394,0.41312741312741313,1
Melbourne,Sydney,Virgin Australia,2018-01-01,2018-01,2018,694.0,669.0,596.0,73.0,25.0,3.602305475504323,0.10911808669656203,0
Sydney,Melbourne,Virgin Australia,2018-01-01,2018-01,2018,670.0,644.0,558.0,86.0,26.0,3.880597014925373,0.13354037267080746,0
Melbourne,Sydney,Jetstar,2018-02-01,2018-02,2018,363.0,356.0,269.0,87.0,7.0,1.9283746556473829,0.2443820224719101,0
Sydney,Melbourne,Jetstar,2018-02-01,2018-02,2018,363.0,359.0,282.0,77.0,4.0,1.1019283746556474,0.21448467966573817,0
Melbourne,Sydney,Qantas,2018-02-01,2018-02,2018,923.0,895.0,759.0,136.0,28.0,3.0335861321776814,0.15195530726256984,0
Sydney,Melbourne,Qantas,2018-02-01,2018-02,2018,936.0,907.0,741.0,166.0,29.0,3.0982905982905984,0.18302094818081588,0
Melbourne,Sydney,QantasLink,2018-02-01,2018-02,2018,4.0,4.0,3.0,1.0,0.0,0.0,0.25,0
Sydney,Melbourne,QantasLink,2018-02-01,2018-02,2018,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0
Melbourne,Sydney,Tigerair Australia,2018-02-01,2018-02,2018,214.0,209.0,143.0,66.0,5.0,2.336448598130841,0.3157894736842105,1
Sydney,Melbourne,Tigerair Australia,2018-02-01,2018-02,2018,214.0,209.0,137.0,72.0,5.0,2.336448598130841,0.3444976076555024,1
Melbourne,Sydney,Virgin Australia,2018-02-01,2018-02,2018,711.0,686.0,585.0,101.0,25.0,3.5161744022503516,0.14723032069970846,0
Sydney,Melbourne,Virgin Australia,2018-02-01,2018-02,2018,689.0,665.0,577.0,88.0,24.0,3.483309143686502,0.13233082706766916,0
Melbourne,Sydney,Jetstar,2018-03-01,2018-03,2018,387.0,379.0,255.0,124.0,8.0,2.0671834625323,0.32717678100263853,1
Sydney,Melbourne,Jetstar,2018-03-01,2018-03,2018,388.0,376.0,290.0,86.0,12.0,3.0927835051546393,0.22872340425531915,0
Melbourne,Sydney,Qantas,2018-03-01,2018-03,2018,1030.0,1008.0,749.0,259.0,22.0,2.1359223300970873,0.2569444444444444,1
Sydney,Melbourne,Qantas,2018-03-01,2018-03,2018,1043.0,1021.0,779.0,242.0,22.0,2.109300095877277,0.23702252693437806,0
Melbourne,Sydney,QantasLink,2018-03-01,2018-03,2018,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0
Sydney,Melbourne,QantasLink,2018-03-01,2018-03,2018,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0
Melbourne,Sydney,Tigerair Australia,2018-03-01,2018-03,2018,265.0,258.0,138.0,120.0,7.0,2.6415094339622645,0.46511627906976744,1
Sydney,Melbourne,Tigerair Australia,2018-03-01,2018-03,2018,266.0,258.0,136.0,122.0,8.0,3.007518796992481,0.4728682170542636,1
Melbourne,Sydney,Virgin Australia,2018-03-01,2018-03,2018,773.0,754.0,596.0,158.0,19.0,2.457956015523933,0.20954907161803712,0
Sydney,Melbourne,Virgin Australia,2018-03-01,2018-03,2018,759.0,737.0,612.0,125.0,22.0,2.898550724637681,0.16960651289009498,0
Melbourne,Sydney,Jetstar,2018-04-01,2018-04,2018,449.0,442.0,300.0,142.0,7.0,1.55902004454343,0.3212669683257919,1
Sydney,Melbourne,Jetstar,2018-04-01,2018-04,2018,449.0,441.0,319.0,122.0,8.0,1.7817371937639197,0.2766439909297052,1
Melbourne,Sydney,Qantas,2018-04-01,2018-04,2018,912.0,878.0,679.0,199.0,34.0,3.7280701754385963,0.2266514806378132,0
Sydney,Melbourne,Qantas,2018-04-01,2018-04,2018,926.0,889.0,663.0,226.0,37.0,3.995680345572354,0.2542182227221597,1
Melbourne,Sydney,Tigerair Australia,2018-04-01,2018-04,2018,263.0,252.0,167.0,85.0,11.0,4.182509505703422,0.3373015873015873,1
Sydney,Melbourne,Tigerair Australia,2018-04-01,2018-04,2018,263.0,252.0,152.0,100.0,11.0,4.182509505703422,0.3968253968253968,1
Melbourne,Sydney,Virgin Australia,2018-04-01,2018-04,2018,667.0,655.0,539.0,116.0,12.0,1.7991004497751124,0.17709923664122137,0
Sydney,Melbourne,Virgin Australia,2018-04-01,2018-04,2018,670.0,656.0,512.0,144.0,14.0,2.0895522388059704,0.21951219512195122,0
Melbourne,Sydney,Jetstar,2018-05-01,2018-05,2018,372.0,357.0,261.0,96.0,15.0,4.032258064516129,0.2689075630252101,1
Sydney,Melbourne,Jetstar,2018-05-01,2018-05,2018,372.0,358.0,283.0,75.0,14.0,3.763440860215054,0.20949720670391062,0
Melbourne,Sydney,Qantas,2018-05-01,2018-05,2018,1027.0,966.0,772.0,194.0,61.0,5.939629990262902,0.20082815734989648,0
Sydney,Melbourne,Qantas,2018-05-01,2018-05,2018,1036.0,973.0,755.0,218.0,63.0,6.081081081081082,0.22404933196300103,0
Melbourne,Sydney,Tigerair Australia,2018-05-01,2018-05,2018,246.0,237.0,155.0,82.0,9.0,3.6585365853658534,0.3459915611814346,1
Sydney,Melbourne,Tigerair Australia,2018-05-01,2018-05,2018,246.0,237.0,148.0,89.0,9.0,3.6585365853658534,0.3755274261603376,1
Melbourne,Sydney,Virgin Australia,2018-05-01,2018-05,2018,783.0,755.0,650.0,105.0,28.0,3.5759897828863343,0.1390728476821192,0
Sydney,Melbourne,Virgin Australia,2018-05-01,2018-05,2018,770.0,740.0,608.0,132.0,30.0,3.896103896103896,0.1783783783783784,0
Melbourne,Sydney,Jetstar,2018-06-01,2018-06,2018,375.0,353.0,241.0,112.0,22.0,5.866666666666666,0.31728045325779036,1
Sydney,Melbourne,Jetstar,2018-06-01,2018-06,2018,376.0,353.0,256.0,97.0,23.0,6.117021276595745,0.2747875354107649,1
Melbourne,Sydney,Qantas,2018-06-01,2018-06,2018,957.0,899.0,593.0,306.0,58.0,6.0606060606060606,0.3403781979977753,1
Sydney,Melbourne,Qantas,2018-06-01,2018-06,2018,970.0,907.0,598.0,309.0,63.0,6.494845360824743,0.340683572216097,1
Melbourne,Sydney,Tigerair Australia,2018-06-01,2018-06,2018,253.0,240.0,142.0,98.0,13.0,5.138339920948617,0.4083333333333333,1
Sydney,Melbourne,Tigerair Australia,2018-06-01,2018-06,2018,253.0,240.0,145.0,95.0,13.0,5.138339920948617,0.3958333333333333,1
Melbourne,Sydney,Virgin Australia,2018-06-01,2018-06,2018,712.0,677.0,488.0,189.0,35.0,4.915730337078652,0.2791728212703102,1
Sydney,Melbourne,Virgin Australia,2018-06-01,2018-06,2018,709.0,677.0,464.0,213.0,32.0,4.513399153737659,0.31462333825701627,1
Melbourne,Sydney,Jetstar,2018-07-01,2018-07,2018,444.0,389.0,248.0,141.0,55.0,12.387387387387387,0.36246786632390743,1
Sydney,Melbourne,Jetstar,2018-07-01,2018-07,2018,445.0,389.0,227.0,162.0,56.0,12.584269662921349,0.41645244215938304,1
Melbourne,Sydney,Qantas,2018-07-01,2018-07,2018,989.0,913.0,684.0,229.0,76.0,7.684529828109202,0.2508214676889376,1
Sydney,Melbourne,Qantas,2018-07-01,2018-07,2018,1001.0,924.0,573.0,351.0,77.0,7.6923076923076925,0.37987012987012986,1
Melbourne,Sydney,Tigerair Australia,2018-07-01,2018-07,2018,251.0,237.0,142.0,95.0,14.0,5.577689243027888,0.4008438818565401,1
Sydney,Melbourne,Tigerair Australia,2018-07-01,2018-07,2018,251.0,237.0,108.0,129.0,14.0,5.577689243027888,0.5443037974683544,1
Melbourne,Sydney,Virgin Australia,2018-07-01,2018-07,2018,770.0,720.0,526.0,194.0,50.0,6.493506493506493,0.26944444444444443,1
Sydney,Melbourne,Virgin Australia,2018-07-01,2018-07,2018,768.0,718.0,420.0,298.0,50.0,6.510416666666667,0.415041782729805,1
Melbourne,Sydney,Jetstar,2018-08-01,2018-08,2018,341.0,312.0,240.0,72.0,29.0,8.504398826979472,0.23076923076923078,0
Sydney,Melbourne,Jetstar,2018-08-01,2018-08,2018,341.0,313.0,236.0,77.0,28.0,8.211143695014663,0.24600638977635783,0
Melbourne,Sydney,Qantas,2018-08-01,2018-08,2018,1018.0,957.0,788.0,169.0,61.0,5.992141453831041,0.17659352142110762,0
Sydney,Melbourne,Qantas,2018-08-01,2018-08,2018,1032.0,971.0,744.0,227.0,61.0,5.910852713178294,0.23377960865087538,0
Melbourne,Sydney,Tigerair Australia,2018-08-01,2018-08,2018,251.0,234.0,164.0,70.0,17.0,6.772908366533864,0.29914529914529914,1
Sydney,Melbourne,Tigerair Australia,2018-08-01,2018-08,2018,251.0,234.0,152.0,82.0,17.0,6.772908366533864,0.3504273504273504,1
Melbourne,Sydney,Virgin Australia,2018-08-01,2018-08,2018,776.0,739.0,577.0,162.0,37.0,4.768041237113402,0.21921515561569688,0
Sydney,Melbourne,Virgin Australia,2018-08-01,2018-08,2018,779.0,742.0,542.0,200.0,37.0,4.7496790757381255,0.2695417789757412,1
Melbourne,Sydney,Jetstar,2018-09-01,2018-09,2018,363.0,338.0,245.0,93.0,25.0,6.887052341597796,0.27514792899408286,1
Sydney,Melbourne,Jetstar,2018-09-01,2018-09,2018,363.0,336.0,266.0,70.0,27.0,7.43801652892562,0.20833333333333334,0
Melbourne,Sydney,Qantas,2018-09-01,2018-09,2018,1005.0,929.0,767.0,162.0,76.0,7.5621890547263675,0.1743810548977395,0
Sydney,Melbourne,Qantas,2018-09-01,2018-09,2018,1018.0,940.0,749.0,191.0,78.0,7.662082514734774,0.20319148936170212,0
Melbourne,Sydney,Tigerair Australia,2018-09-01,2018-09,2018,253.0,225.0,145.0,80.0,28.0,11.067193675889328,0.35555555555555557,1
Sydney,Melbourne,Tigerair Australia,2018-09-01,2018-09,2018,252.0,225.0,147.0,78.0,27.0,10.714285714285714,0.3466666666666667,1
Melbourne,Sydney,Virgin Australia,2018-09-01,2018-09,2018,738.0,700.0,541.0,159.0,38.0,5.149051490514905,0.22714285714285715,0
Sydney,Melbourne,Virgin Australia,2018-09-01,2018-09,2018,731.0,693.0,553.0,140.0,38.0,5.198358413132695,0.20202020202020202,0
Melbourne,Sydney,Jetstar,2018-10-01,2018-10,2018,392.0,365.0,205.0,160.0,27.0,6.887755102040815,0.4383561643835616,1
Sydney,Melbourne,Jetstar,2018-10-01,2018-10,2018,392.0,365.0,234.0,131.0,27.0,6.887755102040815,0.3589041095890411,1
Melbourne,Sydney,Qantas,2018-10-01,2018-10,2018,1115.0,1048.0,711.0,337.0,67.0,6.00896860986547,0.32156488549618323,1
Sydney,Melbourne,Qantas,2018-10-01,2018-10,2018,1127.0,1061.0,792.0,269.0,66.0,5.8562555456965395,0.2535344015080113,1
Melbourne,Sydney,Tigerair Australia,2018-10-01,2018-10,2018,273.0,270.0,153.0,117.0,3.0,1.098901098901099,0.43333333333333335,1
Sydney,Melbourne,Tigerair Australia,2018-10-01,2018-10,2018,274.0,270.0,162.0,108.0,4.0,1.4598540145985401,0.4,1
Melbourne,Sydney,Virgin Australia,2018-10-01,2018-10,2018,770.0,733.0,515.0,218.0,37.0,4.805194805194805,0.29740791268758526,1
Sydney,Melbourne,Virgin Australia,2018-10-01,2018-10,2018,770.0,734.0,527.0,207.0,36.0,4.675324675324675,0.28201634877384196,1
Melbourne,Sydney,Jetstar,2018-11-01,2018-11,2018,363.0,326.0,195.0,131.0,37.0,10.192837465564738,0.401840490797546,1
Sydney,Melbourne,Jetstar,2018-11-01,2018-11,2018,362.0,324.0,189.0,135.0,38.0,10.497237569060774,0.4166666666666667,1
Melbourne,Sydney,Qantas,2018-11-01,2018-11,2018,1087.0,997.0,703.0,294.0,90.0,8.27966881324747,0.2948846539618857,1
Sydney,Melbourne,Qantas,2018-11-01,2018-11,2018,1090.0,1004.0,653.0,351.0,86.0,7.889908256880735,0.34960159362549803,1
Melbourne,Sydney,Tigerair Australia,2018-11-01,2018-11,2018,260.0,236.0,145.0,91.0,24.0,9.230769230769232,0.3855932203389831,1
Sydney,Melbourne,Tigerair Australia,2018-11-01,2018-11,2018,260.0,238.0,132.0,106.0,22.0,8.461538461538462,0.44537815126050423,1
Melbourne,Sydney,Virgin Australia,2018-11-01,2018-11,2018,764.0,727.0,520.0,207.0,37.0,4.842931937172775,0.28473177441540576,1
Sydney,Melbourne,Virgin Australia,2018-11-01,2018-11,2018,762.0,724.0,488.0,236.0,38.0,4.986876640419948,0.3259668508287293,1
Melbourne,Sydney,Jetstar,2018-12-01,2018-12,2018,428.0,385.0,216.0,169.0,43.0,10.046728971962617,0.43896103896103894,1
Sydney,Melbourne,Jetstar,2018-12-01,2018-12,2018,429.0,387.0,228.0,159.0,42.0,9.79020979020979,0.4108527131782946,1
Melbourne,Sydney,Qantas,2018-12-01,2018-12,2018,911.0,840.0,603.0,237.0,71.0,7.793633369923161,0.28214285714285714,1
Sydney,Melbourne,Qantas,2018-12-01,2018-12,2018,907.0,839.0,605.0,234.0,68.0,7.497243660418963,0.2789034564958284,1
Melbourne,Sydney,Tigerair Australia,2018-12-01,2018-12,2018,272.0,247.0,137.0,110.0,25.0,9.191176470588236,0.44534412955465585,1
Sydney,Melbourne,Tigerair Australia,2018-12-01,2018-12,2018,271.0,246.0,120.0,126.0,25.0,9.22509225092251,0.5121951219512195,1
Melbourne,Sydney,Virgin Australia,2018-12-01,2018-12,2018,700.0,654.0,477.0,177.0,46.0,6.571428571428571,0.2706422018348624,1
Sydney,Melbourne,Virgin Australia,2018-12-01,2018-12,2018,690.0,645.0,472.0,173.0,45.0,6.521739130434782,0.2682170542635659,1
Melbourne,Sydney,Jetstar,2017-01-01,2017-01,2017,412.0,401.0,293.0,108.0,11.0,2.669902912621359,0.26932668329177056,1
Sydney,Melbourne,Jetstar,2017-01-01,2017-01,2017,412.0,401.0,295.0,106.0,11.0,2.669902912621359,0.26433915211970077,1
Melbourne,Sydney,Qantas,2017-01-01,2017-01,2017,861.0,847.0,748.0,99.0,14.0,1.6260162601626018,0.11688311688311688,0
Sydney,Melbourne,Qantas,2017-01-01,2017-01,2017,867.0,851.0,732.0,119.0,16.0,1.845444059976932,0.1398354876615746,0
Melbourne,Sydney,Tigerair Australia,2017-01-01,2017-01,2017,246.0,240.0,180.0,60.0,6.0,2.4390243902439024,0.25,0
Sydney,Melbourne,Tigerair Australia,2017-01-01,2017-01,2017,246.0,240.0,176.0,64.0,6.0,2.4390243902439024,0.26666666666666666,1
Melbourne,Sydney,Virgin Australia,2017-01-01,2017-01,2017,671.0,650.0,603.0,47.0,21.0,3.129657228017884,0.07230769230769231,0
Sydney,Melbourne,Virgin Australia,2017-01-01,2017-01,2017,657.0,638.0,583.0,55.0,19.0,2.89193302891933,0.08620689655172414,0
Melbourne,Sydney,Jetstar,2017-02-01,2017-02,2017,359.0,342.0,203.0,139.0,17.0,4.735376044568245,0.4064327485380117,1
Sydney,Melbourne,Jetstar,2017-02-01,2017-02,2017,358.0,342.0,246.0,96.0,16.0,4.4692737430167595,0.2807017543859649,1
Melbourne,Sydney,Qantas,2017-02-01,2017-02,2017,966.0,938.0,754.0,184.0,28.0,2.898550724637681,0.19616204690831557,0
Sydney,Melbourne,Qantas,2017-02-01,2017-02,2017,970.0,937.0,764.0,173.0,33.0,3.402061855670103,0.18463180362860193,0
Melbourne,Sydney,Tigerair Australia,2017-02-01,2017-02,2017,224.0,217.0,120.0,97.0,7.0,3.125,0.4470046082949309,1
Sydney,Melbourne,Tigerair Australia,2017-02-01,2017-02,2017,223.0,217.0,119.0,98.0,6.0,2.690582959641256,0.45161290322580644,1
Melbourne,Sydney,Virgin Australia,2017-02-01,2017-02,2017,713.0,676.0,531.0,145.0,37.0,5.189340813464235,0.21449704142011836,0
Sydney,Melbourne,Virgin Australia,2017-02-01,2017-02,2017,699.0,659.0,521.0,138.0,40.0,5.7224606580829755,0.2094081942336874,0
Melbourne,Sydney,Jetstar,2017-03-01,2017-03,2017,395.0,386.0,204.0,182.0,9.0,2.278481012658228,0.47150259067357514,1
Sydney,Melbourne,Jetstar,2017-03-01,2017-03,2017,395.0,384.0,237.0,147.0,11.0,2.7848101265822782,0.3828125,1
Melbourne,Sydney,Qantas,2017-03-01,2017-03,2017,1056.0,1004.0,706.0,298.0,52.0,4.924242424242424,0.2968127490039841,1
Sydney,Melbourne,Qantas,2017-03-01,2017-03,2017,1059.0,1009.0,771.0,238.0,50.0,4.721435316336167,0.2358771060455897,0
Melbourne,Sydney,Tigerair Australia,2017-03-01,2017-03,2017,250.0,243.0,131.0,112.0,7.0,2.8000000000000003,0.4609053497942387,1
Sydney,Melbourne,Tigerair Australia,2017-03-01,2017-03,2017,249.0,243.0,140.0,103.0,6.0,2.4096385542168677,0.42386831275720166,1
Melbourne,Sydney,Virgin Australia,2017-03-01,2017-03,2017,822.0,761.0,534.0,227.0,61.0,7.420924574209247,0.2982917214191853,1
Sydney,Melbourne,Virgin Australia,2017-03-01,2017-03,2017,807.0,743.0,573.0,170.0,64.0,7.930607187112764,0.2288021534320323,0
Melbourne,Sydney,Jetstar,2017-04-01,2017-04,2017,375.0,362.0,246.0,116.0,13.0,3.4666666666666663,0.32044198895027626,1
Sydney,Melbourne,Jetstar,2017-04-01,2017-04,2017,376.0,364.0,243.0,121.0,12.0,3.1914893617021276,0.3324175824175824,1
Melbourne,Sydney,Qantas,2017-04-01,2017-04,2017,904.0,876.0,737.0,139.0,28.0,3.0973451327433628,0.158675799086758,0
Sydney,Melbourne,Qantas,2017-04-01,2017-04,2017,908.0,883.0,696.0,187.0,25.0,2.753303964757709,0.21177802944507362,0
Melbourne,Sydney,Tigerair Australia,2017-04-01,2017-04,2017,246.0,239.0,162.0,77.0,7.0,2.8455284552845526,0.32217573221757323,1
Sydney,Melbourne,Tigerair Australia,2017-04-01,2017-04,2017,245.0,240.0,152.0,88.0,5.0,2.0408163265306123,0.36666666666666664,1
Melbourne,Sydney,Virgin Australia,2017-04-01,2017-04,2017,695.0,668.0,568.0,100.0,27.0,3.884892086330935,0.1497005988023952,0
Sydney,Melbourne,Virgin Australia,2017-04-01,2017-04,2017,695.0,665.0,533.0,132.0,30.0,4.316546762589928,0.19849624060150375,0
Melbourne,Sydney,Jetstar,2017-05-01,2017-05,2017,332.0,327.0,245.0,82.0,5.0,1.5060240963855422,0.25076452599388377,1
Sydney,Melbourne,Jetstar,2017-05-01,2017-05,2017,332.0,328.0,260.0,68.0,4.0,1.2048192771084338,0.2073170731707317,0
Melbourne,Sydney,Qantas,2017-05-01,2017-05,2017,1014.0,997.0,902.0,95.0,17.0,1.6765285996055226,0.09528585757271815,0
Sydney,Melbourne,Qantas,2017-05-01,2017-05,2017,1018.0,1003.0,883.0,120.0,15.0,1.4734774066797642,0.11964107676969092,0
Melbourne,Sydney,Tigerair Australia,2017-05-01,2017-05,2017,263.0,260.0,193.0,67.0,3.0,1.1406844106463878,0.25769230769230766,1
Sydney,Melbourne,Tigerair Australia,2017-05-01,2017-05,2017,263.0,260.0,187.0,73.0,3.0,1.1406844106463878,0.28076923076923077,1
Melbourne,Sydney,Virgin Australia,2017-05-01,2017-05,2017,770.0,742.0,681.0,61.0,28.0,3.6363636363636362,0.08221024258760108,0
Sydney,Melbourne,Virgin Australia,2017-05-01,2017-05,2017,765.0,738.0,660.0,78.0,27.0,3.5294117647058822,0.10569105691056911,0
Melbourne,Sydney,Jetstar,2017-06-01,2017-06,2017,337.0,335.0,263.0,72.0,2.0,0.5934718100890208,0.21492537313432836,0
Sydney,Melbourne,Jetstar,2017-06-01,2017-06,2017,338.0,334.0,272.0,62.0,4.0,1.183431952662722,0.18562874251497005,0
Melbourne,Sydney,Qantas,2017-06-01,2017-06,2017,957.0,936.0,794.0,142.0,21.0,2.19435736677116,0.1517094017094017,0
Sydney,Melbourne,Qantas,2017-06-01,2017-06,2017,963.0,942.0,817.0,125.0,21.0,2.1806853582554515,0.1326963906581741,0
Melbourne,Sydney,Tigerair Australia,2017-06-01,2017-06,2017,247.0,238.0,153.0,85.0,9.0,3.643724696356275,0.35714285714285715,1
Sydney,Melbourne,Tigerair Australia,2017-06-01,2017-06,2017,247.0,237.0,151.0,86.0,10.0,4.048582995951417,0.3628691983122363,1
Melbourne,Sydney,Virgin Australia,2017-06-01,2017-06,2017,702.0,679.0,586.0,93.0,23.0,3.276353276353276,0.13696612665684832,0
Sydney,Melbourne,Virgin Australia,2017-06-01,2017-06,2017,698.0,675.0,590.0,85.0,23.0,3.29512893982808,0.1259259259259259,0
Melbourne,Sydney,Jetstar,2017-07-01,2017-07,2017,374.0,362.0,260.0,102.0,12.0,3.2085561497326207,0.281767955801105,1
Sydney,Melbourne,Jetstar,2017-07-01,2017-07,2017,374.0,363.0,248.0,115.0,11.0,2.941176470588235,0.3168044077134986,1
Melbourne,Sydney,Qantas,2017-07-01,2017-07,2017,1021.0,977.0,810.0,167.0,44.0,4.3095004897159646,0.17093142272262027,0
Sydney,Melbourne,Qantas,2017-07-01,2017-07,2017,1024.0,989.0,693.0,296.0,35.0,3.41796875,0.2992922143579373,1
Melbourne,Sydney,Tigerair Australia,2017-07-01,2017-07,2017,278.0,262.0,177.0,85.0,16.0,5.755395683453238,0.3244274809160305,1
Sydney,Melbourne,Tigerair Australia,2017-07-01,2017-07,2017,278.0,262.0,145.0,117.0,16.0,5.755395683453238,0.44656488549618323,1
Melbourne,Sydney,Virgin Australia,2017-07-01,2017-07,2017,766.0,735.0,621.0,114.0,31.0,4.046997389033943,0.15510204081632653,0
Sydney,Melbourne,Virgin Australia,2017-07-01,2017-07,2017,762.0,730.0,524.0,206.0,32.0,4.199475065616798,0.2821917808219178,1
Melbourne,Sydney,Jetstar,2017-08-01,2017-08,2017,355.0,349.0,270.0,79.0,6.0,1.6901408450704223,0.22636103151862463,0
Sydney,Melbourne,Jetstar,2017-08-01,2017-08,2017,356.0,349.0,272.0,77.0,7.0,1.9662921348314606,0.22063037249283668,0
Melbourne,Sydney,Qantas,2017-08-01,2017-08,2017,1067.0,1009.0,843.0,166.0,58.0,5.435801312089971,0.1645193260654113,0
Sydney,Melbourne,Qantas,2017-08-01,2017-08,2017,1071.0,1014.0,771.0,243.0,57.0,5.322128851540616,0.23964497041420119,0
Melbourne,Sydney,QantasLink,2017-08-01,2017-08,2017,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0
Sydney,Melbourne,QantasLink,2017-08-01,2017-08,2017,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0
Melbourne,Sydney,Tigerair Australia,2017-08-01,2017-08,2017,261.0,249.0,166.0,83.0,12.0,4.597701149425287,0.3333333333333333,1
Sydney,Melbourne,Tigerair Australia,2017-08-01,2017-08,2017,261.0,250.0,153.0,97.0,11.0,4.21455938697318,0.388,1
Melbourne,Sydney,Virgin Australia,2017-08-01,2017-08,2017,796.0,751.0,631.0,120.0,45.0,5.653266331658291,0.15978695073235685,0
Sydney,Melbourne,Virgin Australia,2017-08-01,2017-08,2017,793.0,742.0,586.0,156.0,51.0,6.431273644388398,0.21024258760107817,0
Melbourne,Sydney,Jetstar,2017-09-01,2017-09,2017,366.0,349.0,239.0,110.0,17.0,4.644808743169399,0.3151862464183381,1
Sydney,Melbourne,Jetstar,2017-09-01,2017-09,2017,365.0,346.0,204.0,142.0,19.0,5.205479452054795,0.41040462427745666,1
Melbourne,Sydney,Qantas,2017-09-01,2017-09,2017,1067.0,981.0,800.0,181.0,86.0,8.059981255857544,0.18450560652395515,0
Sydney,Melbourne,Qantas,2017-09-01,2017-09,2017,1071.0,984.0,679.0,305.0,87.0,8.123249299719888,0.3099593495934959,1
Melbourne,Sydney,QantasLink,2017-09-01,2017-09,2017,4.0,3.0,3.0,0.0,1.0,25.0,0.0,0
